x_centroid,y_centroid,brightness,RA_deg,DEC_deg,magnitude
671.690809290059,557.623244050173,1550087,214.9629671415301,-47.893353563441856,5.6951489552435035
546.58419702723,627.563683339952,1218796,214.9566173569883,-47.9351974510409,5.746047873063304
358.470941528746,264.613470256802,1213622,214.964476885381,-47.90078097495625,7.629778394351197
474.539457465244,924.615654373893,1159299,214.9732302985641,-47.90812952931762,8.485551299762886
526.563047506372,502.511582994789,1149530,214.95565846625277,-47.911990073504654,8.435432121325587
366.574419538535,1001.54412968203,1115621,214.95565863043052,-47.90808239223465,7.899377729288119
133.518200756587,208.468152051985,1110778,214.97379212815508,-47.92887568914601,7.210158230771439
362.556038225246,91.5184390383002,1094146,214.96567434729153,-47.91119671887837,4.4206998249752445
316.51380317408,721.495086447218,1092285,214.95330525614065,-47.90542887428488,4.808143570473069
682.442203554759,526.539532446018,1091382,214.96342560043587,-47.894221059552585,8.492770942635396
111.574589286142,846.540389397104,1085062,214.95336582307186,-47.914182702182735,7.03214529829795
122.942800002237,194.009620313091,1073042,214.95334270246428,-47.91708493602893,4.045985258083149
758.355675869688,554.318939920105,1072655,214.96041962271565,-47.914017570435846,4.50735771433016
286.524162651069,641.5378992148,1071447,214.9388671975534,-47.89984597882298,7.317508845540279
101.51212769702,426.531218405266,1068216,214.94075082167487,-47.905712488903404,4.025307919231094
437.533746904308,942.47950729426,1067209,214.9523771247076,-47.91429760203767,4.804040257087493
497.504596423311,578.495713955181,1063218,214.94787168879665,-47.90386732566886,6.743668946832931
77.5361529777025,237.531425345752,1062900,214.96114247332596,-47.90802922450652,7.459475988463466
430.495372859065,825.52736179535,1062211,214.94891975924477,-47.89931355009467,7.259806297513003
478.481058197769,553.520513849368,1061673,214.94387696298665,-47.91602053093877,5.1213465473027995
342.502183636878,448.525493064075,1059700,214.97265648768922,-47.91227662146598,7.56089610673768
411.487963352852,655.495884559972,1059182,214.95574223699512,-47.91292108153132,5.186245437484001
492.508549042719,527.512457122565,1058832,214.95867528204687,-47.92363514948132,5.626998490796339
283.507000734482,812.511719566041,1057889,214.94375251813787,-47.90603879722935,7.73245702559012
368.503982797042,443.503374353588,1056795,214.95255617275475,-47.9063894472782,7.2481644952360735
439.509215896214,673.490465073789,1056327,214.9591092258971,-47.90894886543357,8.24611705247089
868.813527670558,337.387173269554,1055725,214.94649006422577,-47.91134587133375,7.288064461501717
681.481887078439,361.512960401667,1055600,214.96175698018345,-47.923153707420504,6.841543016677358
876.499900509769,333.556898936876,1055380,214.9519936131008,-47.91320645322765,4.468373839140463
482.513892233052,116.514175670628,1054906,214.95508306250207,-47.91242714516527,5.838579015297167
612.526097989311,979.488119260661,1054564,214.9519829338777,-47.91702277269221,5.326011838408627
417.53116941276,615.509068466065,1053982,214.9765227818451,-47.91061285711666,5.219948216895418
465.503942398601,312.513597426846,1052405,214.95786502775263,-47.90495949143185,8.865052773762228
545.49922552885,592.5050117311,1052331,214.94742289071044,-47.890138140987894,5.965488623333802
428.541984098099,917.467608927643,1052327,214.96622544912103,-47.90725422187168,8.460232775885567
577.505632734315,566.498151892741,1051887,214.94579156350028,-47.90642449609277,7.1556931299863145
433.502601836311,911.508620484706,1051565,214.96008863595006,-47.90974445915766,7.974056517708242
605.506943143444,531.521491316078,1051541,214.9384032987612,-47.92818771215299,6.513185465525961
305.533465905794,495.513270880638,1051249,214.94471813951102,-47.90926513875449,6.884519423131795
272.52519372469,682.503182755838,1050976,214.9599686123587,-47.90839769790059,6.462588469094319
345.516917491781,649.508895528921,1050865,214.96538466579995,-47.88436757887514,4.976214938990222
521.511424655057,392.500181812124,1050535,214.9597136828119,-47.91092360964781,7.612260576307527
296.515961159908,591.496791578298,1050049,214.9568435171761,-47.90598452657666,5.403861812204279
390.496720849322,801.516012884214,1049967,214.95498896304412,-47.90934711769705,4.121579832157269
246.509803230532,162.509494617367,1049858,214.94321478009633,-47.920686780376194,7.227361479535839
602.50544818178,503.51251205097,1049708,214.95080155791604,-47.89757177185485,4.8855533970352445
323.48984938473,687.499411986703,1049296,214.9533936122904,-47.901480669673134,8.70229292176457
103.530132487255,763.524918202153,1049233,214.9685712222622,-47.901089680529566,8.769642885012937
644.501118290733,502.503922605121,1048028,214.96143618289568,-47.91809387454795,8.574321951102242
324.496482996697,851.491118254345,1047767,214.94036959844638,-47.89497205689064,5.850793501277222
313.50018721941,292.501894163721,1046900,214.96124083969394,-47.92301851062792,4.077283082644337
541.493302593858,247.509923712298,1045778,214.95414917719583,-47.90313142906199,8.641592812938626
170.5285405122,715.508556126198,1045216,214.95123077999693,-47.8870954437419,6.140920741586571
689.504092941733,481.510528944312,1045214,214.9641167628884,-47.918905363251305,8.833274095218348
647.481810127236,937.502194917054,1045142,214.96830999522496,-47.914662977296025,8.818099885446264
314.499747125468,269.500407089682,1043996,214.96731280119116,-47.90800348634912,8.265047277336802
223.516315558208,904.498549387039,1042318,214.94960782476778,-47.91403475654116,5.4722444603479286
307.499448338058,103.5158149486,1042305,214.9549078762415,-47.92450663431066,5.9254886430096265
324.515900341229,40.5048363138077,1042116,214.96131263431403,-47.90831437025194,8.255683357584285
145.539897931951,123.495221080239,1041658,214.96775545127122,-47.91962303713726,5.584610025781388
170.509211230705,554.498025890248,1040469,214.95320825762155,-47.904264075693646,4.847463733430462
142.563324797067,320.486784013879,1039877,214.95614341023335,-47.91819424234234,6.784006312291751
827.517797806965,327.519594649958,1037375,214.94693665025994,-47.89350065594982,8.680773870803904
126.507251662402,874.492005418485,1036452,214.9460379337592,-47.91683253292336,7.480148983374865
939.429260803127,971.507430534845,1029401,214.96612525822394,-47.912220615162056,6.850305850446825
781.490465941202,227.51841713511,1023069,214.9715624002857,-47.900864827826304,4.485882468853843
845.489161230004,665.514712483607,1022533,214.9572798987842,-47.92130864316434,7.075036133495849
935.492845922254,464.521710679471,1022354,214.9680353289789,-47.906725400653954,8.950269250521316
922.511790484962,340.523931250541,1016328,214.96161636025047,-47.89592857245717,4.7004200761826205
944.495660403536,686.509414516193,1009080,214.95154880245394,-47.92507483234561,6.591648261818683
974.508415868162,250.49613257801,1005838,214.9616139560551,-47.907153661414675,8.386865359639778
263.561513858105,1013.712275615,729104,214.97338036566467,-47.906401172057514,7.703843088771022
609.470336955672,1014.54906418576,639550,214.9576417396089,-47.901181771282225,7.48507870497634
